,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_90_after,direction_agg_0_90_after
1006,2012-12-06 08:30:00,32,-0.24,0,0.45,0,0,1,0,1,0,0,1,2012,49,3,1,13,-9,16,-3,15,-11,8,-15,27,-37,10,-39,29,6,-58,0
1007,2012-12-07 09:55:00,28,-2.84,0,-3.03,0,0,0,1,0,0,1,1,2012,49,4,1,7,4,10,8,6,11,6,8,8,5,7,9,25,-9,49,2
1008,2012-12-11 08:30:00,31,0.24,0,1.74,0,1,0,0,0,1,0,1,2012,50,1,1,3,0,8,-5,3,-5,7,-2,5,2,7,3,12,1,6,1
1009,2012-12-14 08:30:00,7,-1.12,0,0.0,0,0,0,1,1,0,0,1,2012,50,4,1,10,-7,11,-12,6,-12,4,-10,3,-11,8,-5,14,2,6,1
1010,2012-12-19 08:30:00,3,0.55,0,0.0,0,1,0,0,1,0,0,1,2012,51,2,1,5,0,6,-3,4,-3,4,-3,4,-5,4,-7,20,8,-11,1
1011,2012-12-20 08:30:00,32,0.08,0,0.24,0,1,0,0,1,0,0,1,2012,51,3,1,12,10,7,11,16,22,13,34,7,33,5,32,23,-4,18,2
1012,2012-12-21 08:30:00,8,1.07,0,0.68,0,0,1,0,0,1,0,1,2012,51,4,1,9,1,11,3,11,-3,8,-1,5,-4,8,-1,19,-5,-30,0
1013,2012-12-27 08:30:00,32,-1.35,0,0.22,0,0,1,0,1,0,0,1,2012,52,3,1,8,1,6,5,4,9,5,7,4,11,5,10,20,-6,-1,1
1014,2012-12-28 10:00:00,24,0.7,0,-0.74,0,0,1,0,0,0,1,1,2012,52,4,1,3,2,9,-4,4,-6,8,-1,5,-3,9,-11,30,17,-8,1
1015,2013-01-02 10:00:00,17,0.37,0,0.0,0,0,1,0,1,0,0,1,2013,1,2,1,5,4,6,-1,7,2,10,-7,5,-8,9,0,22,10,-59,0
1016,2013-01-03 08:15:00,0,3.05,0,1.36,0,0,1,0,0,1,0,1,2013,1,3,1,16,-11,7,-12,8,-5,14,2,7,0,6,5,21,18,-4,1
1017,2013-01-03 08:30:00,32,1.38,0,5.79,2,0,0,1,0,0,1,1,2013,1,3,1,14,7,7,5,6,10,4,12,5,11,4,14,24,2,5,1
1018,2013-01-04 10:00:00,18,2.2,0,0.0,0,0,1,0,1,0,0,1,2013,1,4,1,15,-12,8,-12,6,-15,6,-17,6,-15,3,-17,31,21,-23,0
1019,2013-01-10 08:30:00,32,0.63,0,-1.06,2,0,0,1,0,1,0,1,2013,2,3,1,21,-12,15,1,37,31,20,48,16,55,19,70,30,13,75,2
1020,2013-01-11 08:30:00,31,-3.94,0,0.15,0,0,0,1,1,0,0,1,2013,2,4,1,29,25,8,22,14,17,7,17,9,22,7,17,92,63,17,2
1021,2013-01-16 08:30:00,7,-1.12,0,0.0,0,0,0,1,1,0,0,1,2013,3,2,1,8,6,13,-2,7,1,6,0,9,-3,11,-3,49,-28,5,1
1022,2013-01-17 10:00:00,25,-1.56,0,0.0,0,0,0,1,1,0,0,1,2013,3,3,1,14,9,7,9,6,10,8,10,6,4,7,8,22,0,6,1
1023,2013-01-18 09:55:00,28,-0.71,0,-1.41,0,0,0,1,0,0,1,1,2013,3,4,1,8,5,11,-5,9,-6,8,-12,6,-12,5,-13,25,1,-28,0
1024,2013-01-22 10:00:00,14,-1.24,0,-1.74,0,0,0,1,0,0,1,1,2013,4,1,1,8,-1,11,-4,7,-7,11,-12,10,-7,22,-26,20,0,-18,0
1025,2013-01-24 08:30:00,32,-1.42,0,-6.16,0,0,1,0,1,0,0,1,2013,4,3,1,21,-16,10,-10,17,3,10,-2,12,3,8,5,35,19,-10,1
1026,2013-01-25 10:00:00,21,-1.68,0,1.94,0,0,0,1,0,1,0,1,2013,4,4,1,13,-5,4,-6,7,-11,6,-12,5,-15,6,-16,23,18,-16,0
1027,2013-01-28 08:30:00,8,0.29,0,-0.68,0,0,1,0,0,0,1,1,2013,5,0,1,6,-4,9,-6,7,-1,17,12,9,15,17,23,12,2,16,2
1028,2013-01-28 10:00:00,24,-1.73,0,-0.67,0,0,0,1,1,0,0,1,2013,5,0,1,14,-9,18,-25,12,-30,8,-32,15,-18,5,-19,26,4,-17,0
1029,2013-01-29 10:00:00,4,-1.21,0,1.12,0,0,0,1,0,1,0,1,2013,5,1,1,12,3,13,-6,10,-4,6,-1,7,6,16,-4,50,40,-4,1
1030,2013-01-30 08:15:00,0,0.77,0,-1.03,0,0,1,0,0,0,1,1,2013,5,2,1,13,-5,6,-2,6,0,11,1,15,6,11,7,16,-3,17,2
1031,2013-01-30 08:30:00,1,-5.54,0,3.24,0,0,0,1,0,1,0,1,2013,5,2,1,11,1,15,6,11,7,11,13,9,6,8,-1,16,-5,11,1
1032,2013-01-31 08:30:00,32,0.27,0,6.22,0,0,0,1,1,0,0,1,2013,5,3,1,4,3,8,1,6,3,10,-1,6,2,14,14,13,-6,24,2
1033,2013-02-01 10:00:00,17,1.68,0,0.0,0,0,1,0,1,0,0,1,2013,5,4,1,25,12,16,21,12,28,13,38,21,49,10,44,67,-54,99,2
1034,2013-02-05 10:00:00,18,-0.94,0,0.0,0,1,0,0,1,0,0,1,2013,6,1,1,19,15,11,22,9,15,16,3,9,0,9,-1,47,5,50,2
1035,2013-02-07 08:30:00,32,0.21,0,0.48,0,0,0,1,1,0,0,1,2013,6,3,1,8,-3,29,-24,25,-34,36,-56,25,-64,22,-83,36,-19,-122,0
1036,2013-02-08 08:30:00,31,1.68,0,0.15,0,0,1,0,1,0,0,1,2013,6,4,1,9,3,9,7,10,16,7,11,5,14,7,11,44,-38,28,2
1037,2013-02-14 08:30:00,32,-0.94,0,0.68,0,0,1,0,1,0,0,1,2013,7,3,1,12,8,4,8,4,7,7,3,10,-1,8,-2,18,-1,13,1
1038,2013-02-15 09:55:00,28,0.26,0,1.11,0,0,1,0,1,0,0,1,2013,7,4,1,8,0,10,7,6,9,10,8,7,11,9,11,18,-13,11,1
1039,2013-02-27 08:30:00,8,1.03,0,-0.64,0,0,1,0,0,0,1,1,2013,9,2,1,10,1,12,3,9,8,8,16,7,10,7,6,37,-34,16,2
1040,2013-02-27 10:00:00,24,0.77,0,15.18,2,0,1,0,0,1,0,1,2013,9,2,1,12,-5,10,-2,21,17,11,11,13,23,22,16,29,8,7,1
1041,2013-03-01 10:00:00,17,0.91,0,0.0,0,0,1,0,1,0,0,1,2013,9,4,1,21,-9,15,3,13,-4,16,-17,9,-18,13,-9,40,-15,-11,1
1042,2013-03-05 10:00:00,18,0.94,0,0.0,0,0,1,0,1,0,0,1,2013,10,1,1,17,-12,8,-17,11,-20,11,-29,8,-25,5,-27,27,4,-28,0
1043,2013-03-06 08:15:00,0,0.77,0,0.78,0,0,1,0,0,1,0,1,2013,10,2,1,11,-7,12,-14,8,-7,5,-5,7,-8,8,-11,18,-3,-20,0
1044,2013-03-15 08:30:00,7,0.11,0,0.0,0,1,0,0,1,0,0,1,2013,11,4,1,44,34,8,31,9,35,8,28,16,44,11,37,45,4,1,1
1045,2013-03-15 09:55:00,28,-1.23,0,1.49,0,0,0,1,0,1,0,1,2013,11,4,1,15,3,8,-1,4,0,7,3,9,11,12,22,44,-37,1,1
1046,2013-03-19 08:30:00,3,0.57,0,-0.03,1,1,0,0,0,0,1,1,2013,12,1,1,9,-8,6,-6,9,-12,3,-10,5,-7,5,-5,20,3,1,1
1047,2013-03-21 08:30:00,32,-0.6,0,1.75,0,0,1,0,1,0,0,1,2013,12,3,1,7,2,11,10,9,6,4,8,6,8,7,2,16,6,-13,1
1048,2013-03-26 08:30:00,8,-1.94,0,1.12,0,0,0,1,0,1,0,1,2013,13,1,1,11,0,11,-5,7,-7,9,-7,7,-3,9,-1,28,-1,-4,1
1049,2013-03-27 10:00:00,24,-0.03,0,-0.64,0,1,0,0,0,0,1,1,2013,13,2,1,4,1,6,0,18,-9,6,-9,7,-7,9,-1,25,-9,10,1
1050,2013-03-28 08:30:00,32,1.58,0,4.39,0,0,0,1,0,0,1,1,2013,13,3,1,11,-5,8,-1,5,0,6,-4,4,-3,7,-10,22,7,19,2
1051,2013-04-01 10:00:00,17,-1.79,0,0.0,0,0,0,1,1,0,0,1,2013,14,0,1,14,13,18,26,7,28,8,29,4,26,7,24,18,0,30,2
1052,2013-04-03 08:15:00,0,-1.36,0,1.16,0,0,0,1,0,1,0,1,2013,14,2,1,13,7,7,5,8,5,6,9,6,10,8,11,33,12,19,2
1053,2013-04-03 10:00:00,18,-1.63,0,0.0,0,0,0,1,1,0,0,1,2013,14,2,1,9,5,7,6,6,5,8,5,6,2,10,-8,35,24,-9,1
1054,2013-04-04 08:30:00,32,2.33,0,-1.3,0,0,0,1,1,0,0,1,2013,14,3,1,15,14,75,-56,27,-55,23,-53,14,-58,21,-45,35,20,36,2
1055,2013-04-11 08:30:00,32,-0.74,0,1.65,0,0,1,0,1,0,0,1,2013,15,3,1,10,1,10,-4,8,-7,9,-10,6,-8,5,-12,24,-5,-22,0
1056,2013-04-12 09:55:00,28,-1.48,0,4.95,1,0,0,1,0,1,0,1,2013,15,4,1,7,5,12,11,10,6,6,10,9,2,10,9,16,7,23,2
1057,2013-04-18 08:30:00,32,0.14,0,1.1,0,1,0,0,1,0,0,1,2013,16,3,1,9,1,12,7,15,18,11,18,5,17,12,14,27,-14,1,1
1058,2013-04-18 10:00:00,25,-0.13,0,0.0,0,0,0,1,1,0,0,1,2013,16,3,1,15,-13,15,-25,11,-16,6,-19,11,-11,10,-8,24,-10,20,2
1059,2013-04-22 10:00:00,14,-0.88,0,-0.96,0,0,0,1,0,0,1,1,2013,17,0,1,11,4,8,5,6,6,6,2,6,-3,9,0,21,8,-4,1
1060,2013-04-23 10:00:00,21,0.03,0,15.85,0,1,0,0,1,0,0,1,2013,17,1,1,8,-3,5,-3,10,0,8,4,6,2,8,4,34,26,-10,1
1061,2013-04-24 08:30:00,8,-1.41,0,-0.5,0,0,0,1,0,0,1,1,2013,17,2,1,6,2,13,-10,6,-7,7,-3,5,-2,7,-9,23,-16,-3,1
1062,2013-04-25 08:30:00,32,-0.67,0,1.65,0,0,1,0,1,0,0,1,2013,17,3,1,13,-11,8,-15,6,-11,4,-14,6,-17,4,-19,26,20,-58,0
1063,2013-04-26 08:30:00,1,-1.16,0,0.73,0,0,0,1,0,1,0,1,2013,17,4,1,20,14,11,20,10,21,11,14,6,17,7,17,36,4,17,2
1064,2013-04-29 10:00:00,24,0.11,0,-0.5,0,0,1,0,0,0,1,1,2013,18,0,1,7,2,3,1,5,3,3,3,3,3,6,2,11,-2,18,2
1065,2013-04-30 10:00:00,4,0.97,0,1.37,0,0,1,0,0,1,0,1,2013,18,1,1,20,10,10,16,9,22,8,18,6,20,14,31,79,65,30,2
1066,2013-05-01 08:15:00,0,-0.74,0,-0.97,0,0,0,1,0,0,1,1,2013,18,2,1,11,10,10,16,6,18,8,11,6,8,5,6,25,11,-10,1
1067,2013-05-01 10:00:00,17,-0.13,0,0.0,0,1,0,0,1,0,0,1,2013,18,2,1,17,7,13,-3,17,-18,7,-17,6,-16,5,-18,19,-12,-14,1
1068,2013-05-03 10:00:00,18,-0.77,0,0.0,0,0,0,1,1,0,0,1,2013,18,4,1,19,10,25,27,11,30,17,22,7,26,8,32,81,53,5,1
1069,2013-05-09 08:30:00,32,-0.45,0,2.3,0,0,1,0,1,0,0,1,2013,19,3,1,9,0,8,-5,10,0,7,-5,8,-1,4,1,23,-8,-33,0
1070,2013-05-15 08:30:00,23,-0.61,0,0.0,0,0,0,1,1,0,0,1,2013,20,2,1,19,17,8,13,10,5,9,1,8,8,10,4,44,5,15,2
1071,2013-05-16 10:00:00,25,-0.74,0,0.0,0,0,0,1,1,0,0,1,2013,20,3,1,26,17,6,16,13,7,10,3,9,10,5,10,38,7,6,1
1072,2013-05-17 09:55:00,28,1.54,0,1.14,0,0,1,0,0,1,0,1,2013,20,4,1,29,13,10,10,14,6,9,10,7,7,7,9,34,-15,13,1
1073,2013-05-22 10:00:00,14,-0.17,0,0.74,0,1,0,0,1,0,0,1,2013,21,2,1,32,32,14,44,22,31,12,30,17,20,20,2,47,7,-67,0
1074,2013-05-23 08:30:00,32,-0.36,0,2.74,0,0,1,0,1,0,0,1,2013,21,3,1,17,-13,12,-18,27,2,13,1,10,-7,6,-8,31,20,4,1
1075,2013-05-23 10:00:00,21,0.83,0,2.3,0,0,1,0,0,1,0,1,2013,21,3,1,17,1,18,9,9,4,8,8,6,8,9,8,21,1,12,1
1076,2013-05-24 08:30:00,8,0.42,0,-0.26,0,0,1,0,1,0,0,1,2013,21,4,1,22,-15,8,-16,10,-25,12,-19,14,-6,6,-9,57,-23,10,1
1077,2013-05-28 10:00:00,4,0.69,0,0.47,0,0,1,0,0,1,0,1,2013,22,1,1,11,-1,17,-16,15,-28,14,-39,11,-43,5,-43,30,-16,-50,0
1078,2013-05-30 10:00:00,24,-0.34,0,1.28,0,0,0,1,1,0,0,1,2013,22,3,1,13,2,15,8,16,13,17,24,9,24,7,26,73,56,7,1
1079,2013-06-03 10:00:00,17,-0.8,0,0.0,0,0,0,1,1,0,0,1,2013,23,0,1,47,38,17,46,11,55,11,59,8,62,14,70,53,-37,128,2
1080,2013-06-04 08:30:00,31,0.14,0,4.59,1,0,1,0,0,1,0,1,2013,23,1,1,17,-10,6,-10,9,-18,8,-21,5,-16,4,-16,30,1,-22,0
1081,2013-06-05 08:15:00,0,-0.7,0,-0.18,0,0,0,1,1,0,0,1,2013,23,2,1,49,41,26,24,8,28,18,39,15,29,10,25,53,0,3,1
1082,2013-06-05 10:00:00,18,0.21,0,0.0,0,1,0,0,1,0,0,1,2013,23,2,1,21,2,12,12,12,5,8,7,11,4,7,3,27,-3,17,2
1083,2013-06-06 08:30:00,32,0.05,0,3.35,0,1,0,0,1,0,0,1,2013,23,3,1,24,-8,40,25,12,23,50,47,13,38,11,38,33,-3,53,2
1084,2013-06-14 08:30:00,23,2.64,0,0.0,0,0,1,0,1,0,0,1,2013,24,4,1,12,-8,9,-15,8,-11,7,-8,9,-2,7,2,20,-5,4,1
1085,2013-06-14 09:55:00,28,-0.4,0,0.24,0,0,0,1,0,1,0,1,2013,24,4,1,15,7,10,13,9,15,10,12,10,16,8,14,22,3,23,2
1086,2013-06-20 08:30:00,32,0.6,0,1.07,0,0,0,1,1,0,0,1,2013,25,3,1,23,19,15,11,11,5,10,3,6,4,7,0,27,-3,2,1
1087,2013-06-25 08:30:00,8,0.49,0,0.64,0,0,1,0,0,1,0,1,2013,26,1,1,20,-15,22,-28,8,-28,14,-33,5,-29,4,-27,41,-12,-24,0
1088,2013-06-27 08:30:00,32,-0.07,0,0.66,0,1,0,0,1,0,0,1,2013,26,3,1,19,8,6,6,8,-1,5,-3,13,7,10,3,21,-10,18,2
1089,2013-06-27 10:00:00,24,2.02,0,-0.63,0,0,1,0,0,0,1,1,2013,26,3,1,29,-12,13,-14,11,-15,10,-23,9,-19,7,-17,39,1,-23,0
1090,2013-07-01 10:00:00,17,0.14,0,0.0,0,1,0,0,1,0,0,1,2013,27,0,1,17,-3,14,-11,6,-9,11,-3,5,-1,8,-7,18,1,6,1
1091,2013-07-03 08:15:00,0,0.75,0,-0.03,0,0,1,0,1,0,0,1,2013,27,2,1,17,-7,20,12,13,13,18,0,11,7,5,8,26,-8,6,1
1092,2013-07-03 10:00:00,18,-2.09,0,0.0,0,0,0,1,1,0,0,1,2013,27,2,1,19,11,6,10,9,16,6,14,6,14,6,13,31,10,41,2
1093,2013-07-11 08:30:00,32,1.61,0,0.88,0,0,0,1,1,0,0,1,2013,28,3,1,24,-5,17,-14,8,-21,18,-30,10,-37,11,-35,32,-10,-20,0
1094,2013-07-12 08:30:00,23,1.04,0,0.0,0,0,1,0,1,0,0,1,2013,28,4,1,13,-3,8,2,9,5,8,0,8,-8,6,-10,26,9,-17,0
1095,2013-07-12 09:55:00,28,-0.26,0,0.5,0,0,0,1,0,1,0,1,2013,28,4,1,14,10,10,7,4,9,7,4,9,9,15,20,42,-6,28,2
1096,2013-07-16 08:30:00,7,0.08,0,0.0,0,1,0,0,1,0,0,1,2013,29,1,1,23,-10,12,-13,21,3,21,14,9,10,7,11,33,-4,4,1
1097,2013-07-17 08:30:00,3,-2.03,0,1.41,0,0,0,1,1,0,0,1,2013,29,2,1,45,24,16,32,16,33,18,32,24,19,6,19,53,-11,3,1
1098,2013-07-18 08:30:00,32,-0.69,0,-2.39,1,0,1,0,1,0,0,1,2013,29,3,1,12,-4,13,1,22,-12,11,-13,8,-11,8,-11,35,-15,-1,1
1099,2013-07-18 10:00:00,25,1.1,0,0.0,0,0,1,0,1,0,0,1,2013,29,3,1,16,-7,11,-6,8,-8,8,-2,8,-8,5,-5,20,13,-4,1
1100,2013-07-22 10:00:00,14,-1.87,0,-1.43,0,0,0,1,0,0,1,1,2013,30,0,1,18,13,12,9,7,8,9,2,4,3,4,3,48,29,-1,1
1101,2013-07-24 10:00:00,21,0.56,0,-1.35,0,0,1,0,0,0,1,1,2013,30,2,1,25,-22,11,-11,12,-6,9,-4,8,-5,23,15,27,8,5,1
1102,2013-07-29 10:00:00,24,0.26,0,-0.67,1,0,1,0,0,0,1,1,2013,31,0,1,5,-2,7,3,5,2,10,-5,6,1,7,6,23,-15,6,1
1103,2013-07-30 10:00:00,4,-0.12,0,0.41,0,0,0,1,0,1,0,1,2013,31,1,1,9,5,17,-11,6,-12,10,-19,16,-24,11,-25,29,-25,-21,0
1104,2013-07-31 08:15:00,0,0.58,0,0.39,0,0,1,0,0,1,0,1,2013,31,2,1,32,-26,6,-27,10,-21,40,-41,17,-51,12,-44,32,21,-53,0
1105,2013-07-31 08:30:00,1,1.15,0,-1.23,0,0,1,0,0,0,1,1,2013,31,2,1,40,-20,17,-30,12,-23,10,-27,6,-26,6,-31,62,-5,-30,0
1106,2013-08-01 08:30:00,32,-1.93,0,1.22,0,0,1,0,1,0,0,1,2013,31,3,1,44,-25,16,-20,24,-11,44,7,11,2,12,5,52,1,20,2
1107,2013-08-01 10:00:00,17,1.94,0,0.0,0,0,1,0,1,0,0,1,2013,31,3,1,35,-21,17,-15,10,-22,6,-21,16,-26,11,-30,51,20,-15,0
1108,2013-08-05 10:00:00,18,2.18,0,0.0,0,0,1,0,1,0,0,1,2013,32,0,1,18,-13,7,-10,7,-11,5,-11,4,-11,5,-8,28,0,1,1
1109,2013-08-06 08:30:00,31,2.84,0,1.05,0,0,1,0,0,1,0,1,2013,32,1,1,12,-5,13,6,11,11,15,6,7,11,5,8,21,18,7,1
1110,2013-08-08 08:30:00,32,-0.21,0,1.15,0,1,0,0,1,0,0,1,2013,32,3,1,10,6,6,8,4,10,4,10,4,12,6,7,14,-5,18,2
1111,2013-08-14 08:30:00,23,-1.25,0,0.0,0,0,0,1,1,0,0,1,2013,33,2,1,12,12,7,14,5,15,7,14,4,12,5,13,15,-5,17,2
1112,2013-08-15 10:00:00,25,-0.72,0,0.0,0,0,0,1,1,0,0,1,2013,33,3,1,28,-10,10,-18,12,-13,10,-6,10,0,12,11,35,-6,30,2
1113,2013-08-16 08:30:00,3,-0.16,0,0.56,0,1,0,0,1,0,0,1,2013,33,4,1,15,15,10,15,16,27,9,28,5,29,4,27,15,-6,26,2
1114,2013-08-16 09:55:00,28,-1.1,0,0.47,0,0,0,1,0,1,0,1,2013,33,4,1,18,1,12,-5,6,-9,5,-7,8,-11,15,-23,21,-1,-33,0
1115,2013-08-21 10:00:00,14,1.81,0,-0.72,0,0,1,0,1,0,0,1,2013,34,2,1,12,0,7,3,6,2,4,5,5,7,6,3,20,3,-20,0
1116,2013-08-22 08:30:00,32,0.75,0,1.68,0,0,0,1,1,0,0,1,2013,34,3,1,14,15,14,23,10,17,9,19,5,19,10,23,27,3,26,2
1117,2013-08-23 10:00:00,21,-6.03,1,-2.48,0,0,0,1,0,0,1,1,2013,34,4,1,26,21,11,14,10,21,9,23,19,39,6,39,41,-2,43,2
1118,2013-08-26 08:30:00,8,-1.04,0,-0.37,0,0,0,1,1,0,0,1,2013,35,0,1,23,21,12,16,9,14,6,17,7,19,6,17,35,-7,15,2
1119,2013-08-27 10:00:00,4,0.3,0,0.4,0,0,1,0,0,1,0,1,2013,35,1,1,10,-5,14,-10,10,-3,13,0,4,-3,11,-6,56,39,2,1
1120,2013-08-28 10:00:00,24,-0.58,0,0.35,0,0,0,1,1,0,0,1,2013,35,2,1,10,4,9,1,10,7,9,14,9,19,18,5,63,-50,9,1
1121,2013-09-03 10:00:00,17,0.64,0,0.0,0,0,1,0,1,0,0,1,2013,36,1,1,23,-19,15,-13,17,0,12,-11,9,-5,12,-15,33,-9,-9,1
1122,2013-09-04 08:30:00,31,-0.08,0,-0.33,0,1,0,0,1,0,0,1,2013,36,2,1,6,-1,3,-3,3,-3,2,-4,3,-2,3,0,14,-9,5,1
1123,2013-09-05 08:15:00,0,0.03,0,-0.08,0,1,0,0,1,0,0,1,2013,36,3,1,23,16,6,15,4,13,24,-6,24,-21,15,-26,23,-2,-32,0
1124,2013-09-05 08:30:00,32,-0.82,0,1.41,0,0,1,0,1,0,0,1,2013,36,3,1,24,-19,24,-34,15,-39,9,-44,26,-68,19,-59,32,7,-56,0
1125,2013-09-05 10:00:00,18,1.75,0,0.0,0,0,1,0,1,0,0,1,2013,36,3,1,13,-5,15,-16,11,-23,12,-30,10,-23,8,-30,44,11,-30,0
1126,2013-09-12 08:30:00,32,-4.86,0,-0.84,0,0,1,0,1,0,0,1,2013,37,3,1,26,-9,6,-3,6,-4,5,-3,6,0,4,-3,43,-12,7,1
1127,2013-09-13 09:55:00,28,-1.18,0,0.82,0,0,0,1,0,1,0,1,2013,37,4,1,22,9,18,-2,6,2,14,-3,9,-3,6,-1,52,-43,5,1
1128,2013-09-17 08:30:00,7,0.05,0,0.0,0,1,0,0,1,0,0,1,2013,38,1,1,12,7,8,2,6,4,8,10,5,5,4,4,19,-5,-7,1
1129,2013-09-18 08:30:00,3,-0.48,0,0.71,0,0,0,1,1,0,0,1,2013,38,2,1,7,-2,3,0,2,-1,7,-6,3,-4,3,-3,8,-4,-4,1
1130,2013-09-19 08:30:00,32,-1.21,0,1.75,0,0,1,0,1,0,0,1,2013,38,3,1,27,3,5,6,7,0,3,2,3,3,4,0,34,-11,10,1
1131,2013-09-24 10:00:00,4,-0.06,0,0.2,0,1,0,0,1,0,0,1,2013,39,1,1,7,-1,6,-4,8,-8,9,-6,6,-9,8,-12,21,16,3,1
1132,2013-09-25 08:30:00,8,-1.04,0,-1.22,0,0,0,1,0,0,1,1,2013,39,2,1,14,-5,5,-5,5,-9,10,0,7,-6,5,-2,15,-6,-5,1
1133,2013-09-25 10:00:00,21,-0.02,0,-0.15,0,1,0,0,0,0,1,1,2013,39,2,1,8,4,11,-1,6,1,4,2,4,4,7,10,14,1,22,2
1134,2013-09-26 08:30:00,32,-0.74,0,0.88,0,0,1,0,1,0,0,1,2013,39,3,1,12,-6,6,-3,3,0,5,-2,10,6,4,7,14,-1,4,1
1135,2013-09-26 10:00:00,24,-0.25,0,-0.23,0,0,0,1,1,0,0,1,2013,39,3,1,10,7,17,-7,13,-18,7,-13,12,-18,10,-11,19,2,-14,1
1136,2013-10-01 10:00:00,17,0.48,0,0.0,0,0,1,0,1,0,0,1,2013,40,1,1,23,5,11,11,9,11,14,1,14,-9,10,-13,45,-23,-2,1
1137,2013-10-02 08:15:00,0,-0.37,0,-1.25,0,0,0,1,0,0,1,1,2013,40,2,1,19,16,6,13,7,10,11,1,48,26,18,33,21,-6,84,2
1138,2013-10-03 08:30:00,32,-0.45,0,2.83,0,0,1,0,1,0,0,1,2013,40,3,1,10,8,9,12,6,10,5,6,4,5,9,1,14,-7,5,1
1139,2013-10-03 10:00:00,18,-1.18,0,0.0,0,0,0,1,1,0,0,1,2013,40,3,1,25,24,11,14,9,11,9,5,7,6,8,5,41,10,20,2
1140,2013-10-10 08:30:00,32,5.0,1,0.84,0,0,0,1,1,0,0,1,2013,41,3,1,14,6,8,1,3,1,6,-3,12,-13,8,-17,17,1,-15,0
1141,2013-10-11 09:55:00,28,-0.43,0,0.54,0,0,0,1,0,1,0,1,2013,41,4,1,5,-1,6,2,7,-4,3,-3,6,2,5,1,16,-5,19,2
1142,2013-10-17 08:30:00,32,0.02,0,-1.0,0,1,0,0,1,0,0,1,2013,42,3,1,17,-9,8,-13,11,-6,7,-9,9,-3,4,-7,31,12,22,2
1143,2013-10-17 10:00:00,25,0.42,0,0.0,0,0,1,0,1,0,0,1,2013,42,3,1,14,3,9,-2,8,3,7,-2,9,-10,4,-7,34,26,-1,1
1144,2013-10-21 10:00:00,14,-0.11,0,-3.95,1,1,0,0,0,0,1,1,2013,43,0,1,10,-2,5,1,3,0,15,14,5,15,5,13,18,-7,14,1
1145,2013-10-25 08:30:00,8,-0.73,0,-1.83,0,0,0,1,0,0,1,1,2013,43,4,1,14,1,10,5,9,0,6,3,5,5,8,1,22,-14,13,1
1146,2013-10-28 10:00:00,24,-2.1,0,0.45,0,0,0,1,1,0,0,1,2013,44,0,1,7,4,6,4,4,1,5,-3,5,0,5,3,17,-4,-7,1
1147,2013-10-29 10:00:00,4,-1.25,0,0.43,0,0,0,1,0,1,0,1,2013,44,1,1,13,-3,9,-5,3,-4,6,-1,29,19,11,21,14,2,30,2
1148,2013-10-30 08:15:00,0,-0.83,0,-2.16,0,0,0,1,0,0,1,1,2013,44,2,1,14,-3,7,-6,5,-2,7,0,7,-4,5,-9,21,5,-8,1
1149,2013-10-30 08:30:00,7,-2.24,0,0.0,0,0,0,1,1,0,0,1,2013,44,2,1,7,2,7,-2,5,-7,7,-11,6,-16,3,-15,21,4,1,1
1150,2013-10-31 08:30:00,32,-0.03,0,1.92,0,1,0,0,1,0,0,1,2013,44,3,1,8,5,7,2,7,4,4,6,4,7,5,2,26,-14,-24,0
1151,2013-11-01 10:00:00,17,0.62,0,0.0,0,0,1,0,1,0,0,1,2013,44,4,1,16,-7,11,-9,11,-14,4,-13,3,-13,10,-8,33,-17,-14,1
1152,2013-11-05 10:00:00,18,0.43,0,0.0,0,0,1,0,1,0,0,1,2013,45,1,1,22,-15,8,-16,8,-15,5,-12,8,-14,5,-12,28,-2,4,1
1153,2013-11-08 09:55:00,28,-1.23,0,-3.57,0,0,0,1,0,0,1,1,2013,45,4,1,9,5,13,15,14,4,18,-9,8,-14,13,-21,53,-42,4,1
1154,2013-11-20 10:00:00,14,-0.27,0,0.04,0,0,0,1,1,0,0,1,2013,47,2,1,9,7,4,6,9,10,6,12,70,-49,12,-41,22,4,-79,0
1155,2013-11-21 10:00:00,25,-1.14,0,0.0,0,0,0,1,1,0,0,1,2013,47,3,1,19,13,11,23,8,20,10,11,4,9,10,1,25,-15,25,2
1156,2013-11-25 10:00:00,24,-0.66,0,2.22,1,0,0,1,0,1,0,1,2013,48,0,1,13,-1,8,-6,7,-11,4,-11,9,-2,8,0,19,-9,-4,1
1157,2013-11-26 08:30:00,3,2.05,0,-0.01,0,0,1,0,1,0,0,1,2013,48,1,1,8,-2,3,-3,4,-1,6,2,2,3,2,2,15,-5,-15,0
1158,2013-11-26 10:00:00,4,-0.48,0,1.08,0,0,0,1,0,1,0,1,2013,48,1,1,18,16,14,7,7,9,7,14,14,26,9,19,30,-14,33,2
